CUSTOMER_ID,"LAST ORDER DATE",RECENCY,FREQUENCY,MONETARY,R_SCORE,F_SCORE,M_SCORE
14863,"2011-11-10 15:04:00",29,11,266.7600030899048,4,1,2
16451,"2011-09-13 09:17:00",87,14,266.96999859809875,2,2,2
15517,"2011-04-20 14:02:00",233,27,267.02999962866306,1,2,2
17708,"2011-06-05 10:12:00",187,35,267.079998254776,1,3,2
15320,"2011-10-26 13:27:00",44,36,267.1299971342087,3,3,2
17550,"2011-05-26 14:09:00",197,42,267.15999776124954,1,3,2
15408,"2011-03-20 15:02:00",264,34,267.17999935150146,1,3,2
14727,"2011-03-10 14:45:00",274,10,268.58000659942627,1,1,2
15609,"2011-06-10 09:55:00",182,18,270.0299983024597,1,2,2
17094,"2011-01-25 17:24:00",318,15,270.1999955177307,1,2,2
13242,"2011-08-19 12:53:00",112,13,270.3999900817871,2,1,2
14520,"2011-12-08 09:46:00",1,4,270.59999561309814,5,1,2
13533,"2011-06-10 11:54:00",182,76,270.7899990975857,1,4,2
15774,"2011-10-02 12:04:00",68,25,270.7999975681305,3,2,2
16648,"2011-11-01 09:52:00",38,21,270.8599969446659,3,2,2
17011,"2011-11-09 13:30:00",30,15,270.89999985694885,4,2,2
17496,"2010-12-16 08:39:00",358,10,271.0499997138977,1,1,2
17767,"2011-11-24 14:42:00",15,21,271.1999971270561,4,2,2
13837,"2011-05-12 12:10:00",211,19,271.24000123143196,1,2,2
13058,"2011-11-15 12:43:00",24,8,271.3999900817871,4,1,2
14816,"2011-05-26 13:16:00",197,4,271.8499994277954,1,1,2
13917,"2011-10-21 09:56:00",49,18,272.0399971008301,3,2,2
14819,"2011-10-06 13:41:00",64,13,272.0699987411499,3,1,2
17498,"2011-09-25 12:25:00",75,17,272.2199966907501,2,2,2
13085,"2011-07-05 12:11:00",157,29,272.37999629974365,2,2,2
17254,"2011-12-05 12:46:00",4,112,272.4399984367192,5,4,2
16727,"2010-12-10 13:48:00",364,46,272.82000091671944,1,3,2
16313,"2011-12-06 13:02:00",3,16,274.1500005722046,5,2,2
18190,"2011-05-31 14:48:00",192,16,274.5100009441376,1,2,2
12703,"2011-10-06 19:23:00",64,22,274.6999990940094,3,2,2
14512,"2011-06-05 12:39:00",187,23,275.2800009250641,1,2,2
16297,"2011-05-11 11:15:00",212,23,275.39999955892563,1,2,2
16810,"2011-05-31 15:32:00",192,16,275.6399919986725,1,2,2
12750,"2011-08-03 09:13:00",128,15,275.8800019919872,2,2,2
14508,"2011-11-17 19:48:00",22,57,276.41999739408493,4,3,2
13272,"2011-11-08 14:00:00",31,15,276.5599980354309,4,2,2
16883,"2011-06-05 12:51:00",187,38,276.7299987077713,1,3,2
15355,"2011-11-10 13:44:00",29,14,277.04999256134033,4,2,2
13803,"2011-03-29 12:57:00",255,17,277.0700001716614,1,2,2
17968,"2010-12-01 12:23:00",373,85,277.3500015437603,1,4,2
15279,"2010-12-20 10:48:00",354,21,277.4100012779236,1,2,2
14908,"2011-09-26 12:56:00",74,9,277.79999828338623,2,1,2
14850,"2011-02-01 11:21:00",311,22,278.1500036716461,1,2,2
17786,"2011-09-15 12:51:00",85,72,278.7399973273277,2,4,2
14480,"2011-11-28 16:35:00",11,13,279.0499949455261,5,1,2
15556,"2011-11-15 16:08:00",24,31,279.77000027894974,4,3,2
14975,"2011-10-13 14:08:00",57,11,279.93999761343,3,1,2
16149,"2011-12-05 11:29:00",4,18,280.52000069618225,5,2,2
13606,"2011-11-10 17:46:00",29,43,280.54000210762024,4,3,2
14242,"2011-04-19 11:46:00",234,16,280.55000042915344,1,2,2
16292,"2011-08-14 14:30:00",117,19,280.9000027179718,2,2,2
16848,"2011-10-18 08:42:00",52,14,281.4200029373169,3,2,2
17403,"2011-11-03 15:18:00",36,33,281.61999785900116,3,3,2
16557,"2011-11-15 14:04:00",24,11,281.8500003814697,4,1,2
17247,"2011-11-24 15:21:00",15,55,282.1899980008602,4,3,2
13177,"2011-10-06 09:56:00",64,17,282.4499979019165,3,2,2
13754,"2011-07-11 11:51:00",151,12,282.6000032424927,2,1,2
17694,"2011-07-21 12:00:00",141,15,283.11999702453613,2,2,2
17251,"2010-12-12 11:06:00",362,39,283.27999925613403,1,3,2
17783,"2011-09-28 16:07:00",72,67,283.4699956178665,2,4,2
13439,"2011-03-29 14:20:00",255,54,283.7099988460541,1,3,2
16429,"2011-08-25 13:54:00",106,2,284.55000591278076,2,1,2
17080,"2011-11-17 12:59:00",22,9,285.49999618530273,4,1,2
14660,"2011-09-14 11:34:00",86,30,285.7400032877922,2,3,2
16555,"2011-11-04 14:31:00",35,17,285.88999605178833,3,2,2
13760,"2011-10-16 16:13:00",54,57,286.79000052809715,3,3,2
16998,"2011-07-13 09:49:00",149,6,287.0200023949146,2,1,2
16432,"2011-10-06 13:59:00",64,8,287.4000039100647,3,1,2
17760,"2011-11-18 10:56:00",21,25,287.5899994671345,4,2,2
17977,"2011-11-10 13:28:00",29,21,288.14000004529953,4,2,2
15396,"2011-08-19 10:56:00",112,14,288.1799991130829,2,2,2
16808,"2011-09-01 19:34:00",99,23,288.4200006723404,2,2,2
17501,"2011-05-03 09:47:00",220,18,288.5999984741211,1,2,2
14549,"2011-02-01 13:47:00",311,56,289.2399987578392,1,3,2
16125,"2010-12-07 15:48:00",367,13,289.3500019609928,1,1,2
14162,"2011-06-19 11:36:00",173,25,289.3600001335144,2,2,2
14953,"2011-11-14 14:59:00",25,55,289.81999680399895,4,3,2
14339,"2011-04-19 11:31:00",234,18,289.90999668836594,1,2,2
17464,"2011-07-04 13:19:00",158,9,289.95999366045,2,1,2
14784,"2011-11-13 13:30:00",26,15,289.9900002479553,4,2,2
17081,"2011-11-14 12:56:00",25,64,290.1599960029125,4,4,2
16526,"2011-06-21 12:02:00",171,15,290.3599991798401,2,2,2
17691,"2010-12-16 17:20:00",358,19,290.3999981880188,1,2,2
14947,"2011-09-28 15:48:00",72,14,290.819997549057,2,2,2
13479,"2011-05-25 16:49:00",198,16,290.9999990463257,1,2,2
14656,"2011-06-23 13:51:00",169,80,291.0499990582466,2,4,2
13544,"2011-10-31 11:57:00",39,87,291.4099963903427,3,4,2
13745,"2011-07-11 14:21:00",151,26,291.5399966239929,2,2,2
13449,"2011-11-16 08:28:00",23,19,291.8799954652786,4,2,2
13502,"2011-11-23 10:39:00",16,18,291.9999957680702,4,2,2
13259,"2011-10-09 10:48:00",61,87,292.31999714672565,3,4,2
16956,"2011-11-30 14:28:00",9,18,292.3399969339371,5,2,2
16721,"2011-03-22 16:08:00",262,37,292.4699990749359,1,3,2
15545,"2011-10-16 13:24:00",54,81,292.7199982404709,3,4,2
17163,"2011-11-18 08:57:00",21,5,293.09999656677246,4,1,2
17531,"2011-08-11 10:19:00",120,15,293.4499972462654,2,2,2
15732,"2011-05-11 14:24:00",212,14,294.11999931931496,1,2,2
17506,"2011-09-30 12:54:00",70,16,294.28999611735344,3,2,2
14747,"2011-04-06 10:17:00",247,19,294.2999966144562,1,2,2
13573,"2011-10-20 14:33:00",50,26,294.39999809861183,3,2,2
16781,"2010-12-09 15:18:00",365,19,294.6499968767166,1,2,2
17912,"2011-02-02 14:25:00",310,40,295.60999658703804,1,3,2
13504,"2011-10-06 13:20:00",64,22,295.92999640107155,3,2,2
13751,"2011-02-24 15:56:00",288,9,296.2499949038029,1,1,2
13441,"2011-09-09 09:38:00",91,13,296.6400020122528,2,1,2
18059,"2011-11-30 17:02:00",9,21,296.710001707077,5,2,2
14985,"2011-05-25 14:29:00",198,87,296.7499968409538,1,4,2
13708,"2011-03-13 13:46:00",271,51,296.8799959719181,1,3,2
15857,"2011-11-21 12:18:00",18,14,297.0000033378601,4,2,2
18053,"2011-10-04 17:31:00",66,21,297.0699977874756,3,2,2
18220,"2011-05-04 11:23:00",219,4,297.7799835205078,1,1,2
13466,"2011-08-31 15:29:00",100,18,297.94999811053276,2,2,2
12881,"2011-03-09 11:44:00",275,7,297.9999990463257,1,1,2
17678,"2011-03-21 11:52:00",263,16,298.1099994778633,1,2,2
17824,"2011-10-19 14:14:00",51,13,298.3999979496002,3,1,2
17255,"2011-10-30 12:18:00",40,78,298.40999469161034,3,4,2
17124,"2011-06-07 14:02:00",185,32,298.88999339938164,1,3,2
18215,"2011-09-11 16:05:00",89,13,299.33999967575073,2,1,2
13863,"2011-04-08 17:03:00",245,22,299.55999955534935,1,2,2
16402,"2011-03-20 12:25:00",264,60,299.60000121593475,1,4,2
12852,"2011-02-22 14:56:00",290,20,299.7500033378601,1,2,2
15254,"2011-08-04 15:04:00",127,18,300.3599951863289,2,2,2
13304,"2010-12-23 14:35:00",351,21,300.4199985265732,1,2,2
14762,"2011-03-21 08:20:00",263,21,300.51999577879906,1,2,2
16479,"2011-11-29 13:40:00",10,35,300.82999819517136,5,3,2
16430,"2011-10-13 14:47:00",57,6,300.84999084472656,3,1,2
17978,"2010-12-09 14:05:00",365,12,300.9200063943863,1,1,2
15623,"2011-07-21 17:26:00",141,19,301.0299949645996,2,2,2
15148,"2011-11-29 08:21:00",10,20,301.2899995446205,5,2,2
15667,"2011-10-31 10:56:00",39,13,301.3200001716614,3,1,2
16715,"2011-09-22 18:15:00",78,19,301.7200016975403,2,2,2
15054,"2011-11-27 15:02:00",12,114,302.09999719262123,4,4,2
15308,"2011-03-14 12:24:00",270,21,302.2699990272522,1,2,2
16104,"2011-10-09 10:23:00",61,29,302.35999965667725,3,2,2
18165,"2011-06-15 13:23:00",177,10,302.4599906206131,2,1,2
14248,"2011-01-25 14:45:00",318,8,302.5799996852875,1,1,2
16425,"2011-02-10 14:30:00",302,21,302.69999691843987,1,2,2
15060,"2011-12-01 13:47:00",8,121,303.0899976491928,5,4,2
17433,"2011-09-12 14:24:00",88,54,303.1599985361099,2,3,2
16689,"2011-09-25 11:39:00",75,16,303.2599995136261,2,2,2
13083,"2011-12-05 15:01:00",4,18,303.7499986886978,5,2,2
13343,"2011-06-20 11:37:00",172,22,303.9299957752228,2,2,2
16400,"2011-09-06 12:27:00",94,29,303.92999827861786,2,2,2
17732,"2010-12-02 09:29:00",372,18,303.9700002670288,1,2,2
18185,"2011-04-04 13:42:00",249,17,304.25000190734863,1,2,2
15163,"2011-11-21 13:10:00",18,29,304.4699949026108,4,2,2
17941,"2011-08-01 08:30:00",130,2,304.5599956512451,2,1,2
13667,"2011-07-13 15:42:00",149,87,305.01999709010124,2,4,2
12623,"2011-03-08 13:50:00",276,18,305.1000012457371,1,2,2
13045,"2011-09-01 15:04:00",99,18,305.2799961864948,2,2,2
16181,"2011-09-27 13:38:00",73,11,305.539999961853,2,1,2
16796,"2011-09-11 14:01:00",89,18,305.6200006008148,2,2,2
12785,"2011-12-07 12:46:00",2,15,305.7100007534027,5,2,2
15219,"2011-06-16 16:57:00",176,9,305.7499990463257,2,1,2
17176,"2011-05-22 12:41:00",201,15,306.129997164011,1,2,2
15659,"2011-10-27 09:23:00",43,11,306.4500002861023,3,1,2
13718,"2011-04-07 13:24:00",246,12,306.5500003397465,1,1,2
17157,"2011-12-02 09:10:00",7,15,306.55000352859497,5,2,2
17334,"2011-02-11 16:34:00",301,12,306.5999919772148,1,1,2
16668,"2011-11-24 17:43:00",15,20,306.71999645233154,4,2,2
17551,"2010-12-15 14:12:00",359,43,306.8399986922741,1,3,2
15087,"2011-03-03 10:34:00",281,15,306.94000148773193,1,2,2
13142,"2011-11-20 16:07:00",19,23,307.08999344706535,4,2,2
13932,"2011-02-18 12:02:00",294,16,307.3999981880188,1,2,2
17120,"2011-04-20 15:21:00",233,18,307.45999693870544,1,2,2
13060,"2011-03-31 11:37:00",253,15,307.52999782562256,1,2,2
13395,"2011-06-07 15:04:00",185,21,307.7199962735176,1,2,2
13529,"2011-09-22 09:15:00",78,15,307.76000356674194,2,2,2
16123,"2011-10-19 09:18:00",51,16,307.7799952030182,3,2,2
14206,"2011-04-14 16:38:00",239,21,308.2600040435791,1,2,2
16227,"2011-05-04 16:27:00",219,7,308.3199927806854,1,1,2
17510,"2011-11-15 10:00:00",24,20,308.4800001382828,4,2,2
13699,"2011-07-07 16:51:00",155,14,308.5799939632416,2,2,2
15010,"2011-11-04 12:42:00",35,20,308.94000220298767,3,2,2
13787,"2011-09-25 12:06:00",75,31,309.03999733924866,2,3,2
12884,"2011-09-12 13:10:00",88,7,309.0499963760376,2,1,2
17604,"2011-05-06 13:43:00",217,63,309.35999831557274,1,4,2
14847,"2011-07-14 10:52:00",148,13,309.39999866485596,2,1,2
15699,"2011-11-22 08:26:00",17,18,309.64999997615814,4,2,2
15661,"2011-01-26 13:56:00",317,5,309.8000099658966,1,1,2
15101,"2011-12-01 10:18:00",8,9,310.03000020980835,5,1,2
14924,"2011-04-08 09:25:00",245,10,310.050000667572,1,1,2
15224,"2010-12-16 15:02:00",358,16,310.48000383377075,1,2,2
15185,"2011-09-30 14:06:00",70,21,310.6199975013733,3,2,2
17266,"2011-12-07 14:12:00",2,80,310.63999634981155,5,4,2
13897,"2011-10-20 14:30:00",50,17,311.1600024700165,3,2,2
17854,"2011-06-07 16:21:00",185,15,311.2599995136261,1,2,2
13990,"2011-05-10 15:19:00",213,16,311.2999963760376,1,2,2
14327,"2011-06-29 13:58:00",163,12,311.65000104904175,2,1,2
14951,"2011-09-21 15:15:00",79,20,311.68999695777893,2,2,2
15326,"2011-01-10 11:38:00",333,29,311.7099968492985,1,2,2
14142,"2010-12-01 16:33:00",373,22,311.80999878048897,1,2,2
16450,"2011-07-13 11:47:00",149,11,311.9200038909912,2,1,2
17070,"2011-08-17 17:01:00",114,64,312.1399964094162,2,4,2
17362,"2011-04-14 14:43:00",239,35,312.22999891638756,1,3,2
12834,"2011-03-02 09:49:00",282,18,312.3799934387207,1,2,2
16739,"2011-06-20 17:15:00",172,16,312.54999685287476,2,2,2
15318,"2011-12-06 11:30:00",3,33,312.61999702453613,5,3,2
13845,"2011-10-06 08:25:00",64,9,312.9799973964691,3,1,2
17172,"2011-09-26 12:04:00",74,16,313.2599973678589,2,2,2
15880,"2010-12-05 13:09:00",369,106,313.27999833226204,1,4,2
14729,"2010-12-01 12:43:00",373,71,313.48999708890915,1,4,2
16582,"2011-08-18 17:02:00",113,6,313.62000066041946,2,1,2
12888,"2011-05-09 16:02:00",214,7,313.7699999809265,1,1,2
13484,"2011-04-12 16:30:00",241,8,313.7999973297119,1,1,2
15970,"2011-02-09 12:08:00",303,11,314.10000252723694,1,1,2
14902,"2011-11-18 17:09:00",21,24,314.11000180244446,4,2,2
12650,"2011-12-06 16:34:00",3,20,314.4399995803833,5,2,2
16193,"2011-04-17 11:45:00",236,19,314.4499992132187,1,2,2
17237,"2011-11-28 15:02:00",11,19,314.68999457359314,5,2,2
16473,"2011-06-28 09:10:00",164,19,314.8600014746189,2,2,2
16091,"2011-07-08 08:45:00",154,18,315.059992313385,2,2,2
15766,"2011-10-06 17:03:00",64,11,315.0599958896637,3,1,2
12614,"2011-03-07 10:22:00",277,20,315.59999537467957,1,2,2
15597,"2011-11-10 11:46:00",29,23,315.7199971675873,4,2,2
14479,"2011-03-31 09:07:00",253,18,316.25000071525574,1,2,2
13494,"2011-02-01 11:58:00",311,18,316.2599973678589,1,2,2
17458,"2011-11-24 13:01:00",15,54,316.5000013113022,4,3,2
15204,"2010-12-17 13:49:00",357,9,316.5799973011017,1,1,2
16761,"2011-09-04 11:15:00",96,13,316.61999812722206,2,1,2
15243,"2011-09-26 14:12:00",74,22,316.6800014078617,2,2,2
15385,"2011-10-30 15:11:00",40,12,316.8799983561039,3,1,2
16386,"2011-11-11 12:28:00",28,88,317.19999926537275,4,4,2
17267,"2011-08-04 17:22:00",127,38,317.6199981570244,2,3,2
18066,"2011-09-25 15:30:00",75,10,317.9999997615814,2,1,2
15363,"2011-04-12 15:48:00",241,17,318.0499963760376,1,2,2
12648,"2011-07-08 11:55:00",154,21,318.05000257492065,2,2,2
14703,"2011-11-25 09:23:00",14,22,318.1699993610382,4,2,2
17248,"2011-08-11 13:34:00",120,69,318.6499943137169,2,4,2
17229,"2011-09-04 13:56:00",96,47,318.75999146699905,2,3,2
16967,"2011-06-03 14:24:00",189,21,319.02000233531,1,2,2
16499,"2010-12-14 15:20:00",360,22,319.1000006198883,1,2,2
14264,"2011-07-08 10:20:00",154,19,319.46999406814575,2,2,2
16674,"2011-10-16 11:31:00",54,98,319.6099970638752,3,4,2
16716,"2011-03-18 10:03:00",266,3,319.7999973297119,1,1,2
13091,"2011-11-18 16:48:00",21,24,319.81999561190605,4,2,2
13986,"2011-11-22 15:00:00",17,13,320.45999693870544,4,1,2
14622,"2011-06-08 12:42:00",184,21,320.57999563217163,1,2,2
16096,"2011-03-20 13:38:00",264,12,320.6199984550476,1,1,2
12365,"2011-02-21 14:04:00",291,23,320.6900027990341,1,2,2
18117,"2011-11-14 12:47:00",25,74,320.7199950516224,4,4,2
13497,"2011-03-02 09:04:00",282,20,321.04999899864197,1,2,2
15236,"2011-02-14 10:52:00",298,15,321.0500017404556,1,2,2
14823,"2011-06-12 13:12:00",180,70,321.42999762296677,1,4,2
14484,"2011-10-20 14:11:00",50,14,321.9200004339218,3,2,2
14424,"2011-11-22 11:48:00",17,1,322.0800018310547,4,1,2
16342,"2011-09-25 14:36:00",75,15,322.4099967479706,2,2,2
16627,"2011-09-21 14:38:00",79,20,322.80000019073486,2,2,2
13955,"2011-07-08 17:19:00",154,33,322.960000872612,2,3,2
17793,"2011-11-14 14:24:00",25,58,323.03999757766724,4,3,2
18276,"2011-11-18 17:01:00",21,16,323.3599978685379,4,2,2
15675,"2011-09-19 13:48:00",81,21,323.68999713659286,2,2,2
14555,"2011-10-13 16:24:00",57,21,324.1400034427643,3,2,2
16685,"2011-10-09 13:58:00",61,62,324.2399956882,3,4,2
18261,"2011-10-27 15:36:00",43,21,324.2400007247925,3,2,2
13801,"2011-10-04 10:15:00",66,23,324.7999997138977,3,2,2
12790,"2011-05-31 14:14:00",192,21,324.9199962615967,1,2,2
15213,"2011-01-25 12:25:00",318,25,325.050001680851,1,2,2
15944,"2011-03-08 10:33:00",276,6,325.09999799728394,1,1,2
17866,"2011-07-20 11:09:00",142,10,325.6999967098236,2,1,2
16830,"2011-11-01 11:35:00",38,23,325.9099982082844,3,2,2
12844,"2011-11-10 13:31:00",29,52,325.9599968492985,4,3,2
16071,"2011-10-26 11:14:00",44,21,326.2399972677231,3,2,2
14987,"2011-11-24 09:59:00",15,4,326.3999938964844,4,1,2
17715,"2011-05-23 12:32:00",200,1,326.40000915527344,1,1,2
16322,"2011-12-08 15:41:00",1,37,326.749999165535,5,3,2
14870,"2011-03-23 10:51:00",261,13,327.2499976158142,1,1,2
16366,"2011-11-21 08:19:00",18,18,327.29999965429306,4,2,2
14024,"2011-08-10 11:30:00",121,16,327.6999945640564,2,2,2
15314,"2011-05-24 14:39:00",199,24,327.96999764442444,1,2,2
16318,"2011-11-04 13:05:00",35,19,328.14999771118164,3,2,2
16855,"2011-11-16 12:03:00",23,19,328.40000009536743,4,2,2
14012,"2011-03-07 12:26:00",277,11,328.8000011444092,1,1,2
15153,"2011-11-08 17:09:00",31,22,329.2499969005585,4,2,2
17154,"2011-09-25 13:42:00",75,23,329.3399991989136,2,2,2
13239,"2011-03-23 10:25:00",261,22,329.5599991083145,1,2,2
17615,"2011-08-01 14:06:00",130,14,329.5999987125397,2,2,2
14716,"2011-10-27 17:29:00",43,55,329.6799959540367,3,3,2
12953,"2011-11-30 09:24:00",9,17,329.8499994277954,5,2,2
16593,"2011-10-20 12:41:00",50,27,330.0299982428551,3,2,2
15130,"2011-06-23 10:15:00",169,22,330.1100001335144,2,2,2
14517,"2011-11-06 14:20:00",33,18,330.4499969482422,3,2,2
13706,"2011-02-10 09:21:00",302,20,330.7899990081787,1,2,2
15714,"2011-11-28 11:26:00",11,35,330.87999525666237,5,3,2
17862,"2011-01-20 12:23:00",323,11,330.8999991416931,1,1,2
16478,"2011-11-14 15:51:00",25,17,330.999995470047,4,2,2
12891,"2011-06-07 12:31:00",185,3,331.0000017285347,1,1,2
15210,"2011-04-28 16:11:00",225,20,331.18000078201294,1,2,2
16030,"2011-02-03 11:28:00",309,29,331.2400011718273,1,2,2
16177,"2011-10-20 12:57:00",50,15,331.94999647140503,3,2,2
16803,"2011-10-05 14:28:00",65,24,332.2999982535839,3,2,2
16850,"2011-01-10 11:09:00",333,19,332.40999805927277,1,2,2
13904,"2011-11-02 13:41:00",37,26,332.64000076055527,3,2,2
16625,"2011-03-10 12:50:00",274,23,333.08000004291534,1,2,2
13727,"2011-11-11 09:46:00",28,20,333.4799962043762,4,2,2
15781,"2011-11-14 14:57:00",25,21,333.55999994277954,4,2,2
13216,"2011-03-17 12:18:00",267,5,333.7400074005127,1,1,2
15918,"2011-06-02 11:42:00",190,40,334.2299973964691,1,3,2
12350,"2011-02-02 16:01:00",310,17,334.39999651908875,1,2,2
15466,"2011-09-15 14:08:00",85,57,334.52999940514565,2,3,2
14988,"2011-05-12 12:05:00",211,40,334.539999127388,1,3,2
12489,"2011-01-07 13:13:00",336,15,334.92999362945557,1,2,2
17221,"2011-12-02 13:35:00",7,63,335.1299942098558,5,4,2
16063,"2011-03-24 14:55:00",260,23,335.32000064849854,1,2,2
14196,"2011-08-25 10:25:00",106,6,335.5199956893921,2,1,2
15921,"2011-06-20 11:03:00",172,25,336.030002117157,2,2,2
18078,"2011-05-06 14:32:00",217,29,336.12999534606934,1,2,2
14954,"2011-11-27 14:30:00",12,85,336.1700006723404,4,4,2
17384,"2011-11-20 15:48:00",19,15,336.39999175071716,4,2,2
15619,"2011-11-29 08:14:00",10,3,336.4000082015991,5,1,2
17914,"2011-12-06 11:58:00",3,80,336.4299950301647,5,4,2
16105,"2011-04-05 10:13:00",248,13,336.95999443531036,1,1,2
17973,"2011-10-19 10:34:00",51,15,337.0399960279465,3,2,2
13930,"2011-10-13 09:45:00",57,17,337.34000062942505,3,2,2
15942,"2011-07-29 09:01:00",133,14,337.43999695777893,2,2,2
17736,"2011-11-30 15:36:00",9,26,337.48999774456024,5,2,2
15652,"2011-09-09 14:22:00",91,21,337.7399971485138,2,2,2
16183,"2011-10-03 14:59:00",67,15,338.7099943161011,3,2,2
17839,"2011-10-28 17:27:00",42,56,338.79999604821205,3,3,2
17697,"2011-04-17 15:40:00",236,19,338.9499936103821,1,2,2
16545,"2011-06-28 10:37:00",164,3,339.2999897003174,2,1,2
17045,"2011-08-18 17:09:00",113,22,339.4400015473366,2,2,2
13737,"2011-05-23 16:32:00",200,30,339.59999644756317,1,3,2
15115,"2011-11-21 14:59:00",18,21,340.1100015640259,4,2,2
12519,"2011-10-07 09:26:00",63,18,340.8400001525879,3,2,2
14491,"2011-06-17 15:22:00",175,17,340.9299986362457,2,2,2
17917,"2011-10-25 13:20:00",45,94,341.280000180006,3,4,2
13347,"2011-09-30 13:28:00",70,8,341.3599953651428,3,1,2
16826,"2011-10-19 14:05:00",51,22,341.6999989748001,3,2,2
16851,"2011-12-05 13:32:00",4,20,342.44999837875366,5,2,2
17201,"2011-10-17 11:55:00",53,40,342.6300031542778,3,3,2
18250,"2011-02-11 13:59:00",301,22,342.9199981689453,1,2,2
14320,"2011-05-17 09:24:00",206,42,343.1099981069565,1,3,2
12875,"2011-07-19 15:30:00",143,2,343.23000361025333,2,1,2
18081,"2011-11-03 16:30:00",36,17,343.45000141859055,3,2,2
15520,"2011-12-08 10:58:00",1,18,343.499995470047,5,2,2
15047,"2011-03-15 10:49:00",269,22,343.6199984550476,1,2,2
15120,"2011-08-02 10:05:00",129,22,343.8199982047081,2,2,2
13068,"2011-11-29 15:00:00",10,2,343.99999380111694,5,1,2
17569,"2011-01-11 14:15:00",332,29,344.13999938964844,1,2,2
16978,"2011-09-23 12:50:00",77,39,344.33000016212463,2,3,2
14633,"2011-03-18 17:07:00",266,20,344.8999969959259,1,2,2
13774,"2011-09-19 12:06:00",81,22,345.0000021457672,2,2,2
17123,"2011-07-01 10:47:00",161,9,345.2999997138977,2,1,2
15840,"2011-10-12 09:08:00",58,28,345.65999311208725,3,2,2
16858,"2010-12-08 14:52:00",366,13,345.8899955749512,1,1,2
16423,"2011-11-15 09:21:00",24,18,346.12000036239624,4,2,2
13649,"2011-03-28 11:51:00",256,23,346.5999960899353,1,2,2
12566,"2011-09-28 09:57:00",72,20,346.69999715685844,2,2,2
15713,"2011-07-19 13:34:00",143,20,346.75000166893005,2,2,2
13062,"2011-06-01 15:12:00",191,11,346.9799962043762,1,1,2
13587,"2011-11-08 11:17:00",31,11,346.9999976158142,4,1,2
12895,"2011-10-28 13:51:00",42,24,347.30000162124634,3,2,2
17668,"2011-12-08 13:25:00",1,15,347.7499966621399,5,2,2
18155,"2011-09-25 13:32:00",75,28,347.8199999332428,2,2,2
14379,"2011-10-26 16:43:00",44,46,348.099996984005,3,3,2
13052,"2011-05-11 14:12:00",212,18,348.15000063180923,1,2,2
16159,"2011-03-03 12:27:00",281,14,348.2000036239624,1,1,2
15579,"2011-10-02 12:45:00",68,51,348.5999971628189,3,3,2
12527,"2011-09-19 11:55:00",81,18,348.7099953889847,2,2,2
18127,"2011-11-20 14:05:00",19,47,348.7299993634224,4,3,2
13790,"2011-12-05 15:48:00",4,45,348.7999929189682,5,3,2
13927,"2011-09-26 12:00:00",74,21,348.98999574780464,2,2,2
15405,"2011-06-03 14:44:00",189,8,349.09999135136604,1,1,2
13887,"2011-05-19 17:22:00",204,19,349.5499951839447,1,2,2
13670,"2011-09-25 15:25:00",75,25,349.70000100135803,2,2,2
12532,"2011-11-09 13:47:00",30,16,349.8299951553345,4,2,2
13108,"2010-12-02 10:35:00",372,10,350.05999994277954,1,1,2
13919,"2011-10-17 15:24:00",53,33,350.15999752283096,3,3,2
17795,"2011-06-13 12:36:00",179,46,350.3899957537651,1,3,2
17835,"2011-12-07 11:48:00",2,61,350.6399922966957,5,4,2
13740,"2011-04-13 10:32:00",240,23,350.74999713897705,1,2,2
13332,"2011-11-25 13:30:00",14,21,350.8999991416931,4,2,2
15900,"2011-11-16 12:19:00",23,51,351.1099964380264,4,3,2
13923,"2011-10-17 12:33:00",53,20,351.12999880313873,3,2,2
15789,"2010-12-16 14:35:00",358,25,351.30000150203705,1,2,2
14333,"2011-10-06 19:25:00",64,19,351.4500002861023,3,2,2
15334,"2011-07-06 11:22:00",156,99,351.6700009405613,2,4,2
18112,"2011-11-27 14:43:00",12,26,352.6899995803833,4,2,2
15678,"2011-10-18 09:25:00",52,12,352.6999931335449,3,1,2
17976,"2010-12-02 13:49:00",372,65,353.1899948120117,1,4,2
14804,"2011-12-01 11:20:00",8,12,353.26999855041504,5,1,2
13210,"2011-09-07 08:18:00",93,22,353.4800000190735,2,2,2
13173,"2011-12-05 15:51:00",4,43,353.649994507432,5,3,2
12715,"2011-08-25 15:22:00",106,21,353.85999488830566,2,2,2
17252,"2011-08-15 09:45:00",116,87,353.85999804735184,2,4,2
15870,"2011-11-07 10:58:00",32,76,354.0899946093559,3,4,2
12845,"2011-03-17 13:34:00",267,27,354.09000247716904,1,2,2
17222,"2011-10-05 13:58:00",65,28,354.1500004529953,3,2,2
13642,"2011-05-08 12:34:00",215,66,354.79999509453773,1,4,2
17742,"2011-08-18 15:28:00",113,15,355.11000299453735,2,2,2
12617,"2011-11-10 14:39:00",29,42,355.5299970805645,4,3,2
14537,"2011-10-13 10:54:00",57,10,355.56000423431396,3,1,2
12544,"2011-11-10 11:12:00",29,20,355.69999980926514,4,2,2
15247,"2011-08-09 12:52:00",122,6,355.99999618530273,2,1,2
14500,"2011-09-12 16:45:00",88,7,356.84999561309814,2,1,2
13453,"2011-06-27 09:34:00",165,17,356.9799952507019,2,2,2
18040,"2011-11-20 14:20:00",19,19,357.1999967098236,4,2,2
