RANK,TOTAL_ORDERS,CUSTOMER_ID
1754,3,13812
1754,3,13814
1754,3,13819
1754,3,13827
1754,3,13848
1754,3,13851
1754,3,13867
1754,3,13900
1754,3,13914
1754,3,13919
1754,3,13929
1754,3,13931
1754,3,13946
1754,3,13951
1754,3,13952
1754,3,13954
1754,3,13959
1754,3,14006
1754,3,14009
1754,3,14013
1754,3,14021
1754,3,14075
1754,3,14108
1754,3,14125
1754,3,14127
1754,3,14140
1754,3,14147
1754,3,14149
1754,3,14152
1754,3,14157
1754,3,14161
1754,3,14195
1754,3,14246
1754,3,14250
1754,3,14256
1754,3,14264
1754,3,14284
1754,3,14306
1754,3,14320
1754,3,14332
1754,3,14383
1754,3,14385
1754,3,14387
1754,3,14412
1754,3,14418
1754,3,14450
1754,3,14461
1754,3,14463
1754,3,14465
1754,3,14499
1754,3,14500
1754,3,14501
1754,3,14514
1754,3,14529
1754,3,14540
1754,3,14561
1754,3,14567
1754,3,14586
1754,3,14592
1754,3,14593
1754,3,14616
1754,3,14620
1754,3,14629
1754,3,14631
1754,3,14643
1754,3,14669
1754,3,14681
1754,3,14690
1754,3,14700
1754,3,14712
1754,3,14720
1754,3,14731
1754,3,14737
1754,3,14759
1754,3,14765
1754,3,14768
1754,3,14775
1754,3,14779
1754,3,14798
1754,3,14803
1754,3,14818
1754,3,14823
1754,3,14828
1754,3,14836
1754,3,14853
1754,3,14856
1754,3,14857
1754,3,14869
1754,3,14880
1754,3,14905
1754,3,14912
1754,3,14915
1754,3,14930
1754,3,14934
1754,3,14958
1754,3,14971
1754,3,14973
1754,3,15009
1754,3,15026
1754,3,15036
1754,3,15045
1754,3,15051
1754,3,15053
1754,3,15067
1754,3,15088
1754,3,15101
1754,3,15104
1754,3,15111
1754,3,15133
1754,3,15146
1754,3,15156
1754,3,15164
1754,3,15192
1754,3,15205
1754,3,15213
1754,3,15223
1754,3,15224
1754,3,15239
1754,3,15245
1754,3,15287
1754,3,15306
1754,3,15315
1754,3,15334
1754,3,15339
1754,3,15376
1754,3,15384
1754,3,15398
1754,3,15399
1754,3,15414
1754,3,15427
1754,3,15429
1754,3,15433
1754,3,15436
1754,3,15440
1754,3,15452
1754,3,15456
1754,3,15462
1754,3,15485
1754,3,15497
1754,3,15506
1754,3,15516
1754,3,15568
1754,3,15577
1754,3,15582
1754,3,15598
1754,3,15630
1754,3,15651
1754,3,15675
1754,3,15680
1754,3,15700
1754,3,15713
1754,3,15724
1754,3,15747
1754,3,15759
1754,3,15763
1754,3,15780
1754,3,15787
1754,3,15791
1754,3,15799
1754,3,15802
1754,3,15806
1754,3,15807
1754,3,15840
1754,3,15865
1754,3,15877
1754,3,15885
1754,3,15901
1754,3,15907
1754,3,15933
1754,3,15951
1754,3,15973
1754,3,15980
1754,3,15985
1754,3,16000
1754,3,16008
1754,3,16010
1754,3,16012
1754,3,16020
1754,3,16023
1754,3,16034
1754,3,16037
1754,3,16040
1754,3,16041
1754,3,16048
1754,3,16049
1754,3,16079
1754,3,16080
1754,3,16099
1754,3,16101
1754,3,16102
1754,3,16110
1754,3,16134
1754,3,16136
1754,3,16139
1754,3,16146
1754,3,16163
1754,3,16174
1754,3,16212
1754,3,16214
1754,3,16221
1754,3,16226
1754,3,16239
1754,3,16253
1754,3,16278
1754,3,16298
1754,3,16309
1754,3,16317
1754,3,16324
1754,3,16357
1754,3,16369
1754,3,16376
1754,3,16378
1754,3,16385
1754,3,16418
1754,3,16431
1754,3,16442
1754,3,16446
1754,3,16449
1754,3,16454
1754,3,16460
1754,3,16464
1754,3,16478
1754,3,16484
1754,3,16495
1754,3,16498
1754,3,16511
1754,3,16518
1754,3,16532
1754,3,16546
1754,3,16551
1754,3,16560
1754,3,16584
1754,3,16589
1754,3,16593
1754,3,16642
1754,3,16653
1754,3,16671
1754,3,16689
1754,3,16690
1754,3,16706
1754,3,16716
1754,3,16734
1754,3,16762
1754,3,16804
1754,3,16807
1754,3,16832
1754,3,16838
1754,3,16851
1754,3,16861
1754,3,16866
1754,3,16872
1754,3,16882
1754,3,16885
1754,3,16889
1754,3,16897
1754,3,16927
1754,3,16930
1754,3,16940
1754,3,16943
1754,3,16948
1754,3,16950
1754,3,16960
1754,3,16969
1754,3,16997
1754,3,17015
1754,3,17024
1754,3,17025
1754,3,17033
1754,3,17035
1754,3,17044
1754,3,17045
1754,3,17047
1754,3,17058
1754,3,17064
1754,3,17076
1754,3,17080
1754,3,17083
1754,3,17119
1754,3,17146
1754,3,17157
1754,3,17158
1754,3,17166
1754,3,17179
1754,3,17190
1754,3,17198
1754,3,17266
1754,3,17282
1754,3,17295
1754,3,17312
1754,3,17320
1754,3,17334
1754,3,17341
1754,3,17351
1754,3,17360
1754,3,17361
1754,3,17371
1754,3,17398
1754,3,17420
1754,3,17444
1754,3,17461
1754,3,17462
1754,3,17472
1754,3,17483
1754,3,17500
1754,3,17540
1754,3,17545
1754,3,17548
1754,3,17550
1754,3,17557
1754,3,17564
1754,3,17580
1754,3,17584
1754,3,17588
1754,3,17590
1754,3,17615
1754,3,17616
1754,3,17618
1754,3,17631
1754,3,17658
1754,3,17693
1754,3,17703
1754,3,17734
1754,3,17759
1754,3,17765
1754,3,17768
1754,3,17777
1754,3,17797
1754,3,17817
1754,3,17830
1754,3,17835
1754,3,17864
1754,3,17886
1754,3,17892
1754,3,17917
1754,3,17932
1754,3,17974
1754,3,17980
1754,3,17990
1754,3,18017
1754,3,18024
1754,3,18030
1754,3,18035
1754,3,18036
1754,3,18043
1754,3,18062
1754,3,18081
1754,3,18096
1754,3,18127
1754,3,18149
1754,3,18150
1754,3,18158
1754,3,18170
1754,3,18189
1754,3,18190
1754,3,18193
1754,3,18202
1754,3,18228
1754,3,18235
1754,3,18259
1754,3,18270
1754,3,18273
1754,3,18276
1754,3,18282
1754,3,18287
2244,2,12346
2244,2,12358
2244,2,12363
2244,2,12371
2244,2,12377
2244,2,12386
2244,2,12394
2244,2,12397
2244,2,12403
2244,2,12424
2244,2,12435
2244,2,12438
2244,2,12450
2244,2,12454
2244,2,12458
2244,2,12461
2244,2,12492
2244,2,12501
2244,2,12508
2244,2,12510
2244,2,12512
2244,2,12513
2244,2,12516
2244,2,12522
2244,2,12535
2244,2,12544
2244,2,12545
2244,2,12547
2244,2,12552
2244,2,12556
2244,2,12558
2244,2,12565
2244,2,12566
2244,2,12571
2244,2,12582
2244,2,12586
2244,2,12589
2244,2,12592
2244,2,12596
2244,2,12604
2244,2,12607
2244,2,12612
2244,2,12624
2244,2,12630
2244,2,12635
2244,2,12646
2244,2,12652
2244,2,12653
2244,2,12665
2244,2,12673
2244,2,12689
2244,2,12694
2244,2,12701
2244,2,12703
2244,2,12716
2244,2,12735
2244,2,12739
2244,2,12743
2244,2,12758
2244,2,12762
2244,2,12763
2244,2,12784
2244,2,12785
2244,2,12793
2244,2,12794
2244,2,12802
2244,2,12809
2244,2,12815
2244,2,12816
2244,2,12818
2244,2,12832
2244,2,12838
2244,2,12842
2244,2,12844
2244,2,12849
2244,2,12852
2244,2,12857
2244,2,12863
2244,2,12871
2244,2,12872
2244,2,12875
2244,2,12876
2244,2,12882
2244,2,12897
2244,2,12904
2244,2,12915
2244,2,12925
2244,2,12929
2244,2,12944
2244,2,12962
2244,2,12981
2244,2,12982
2244,2,12991
2244,2,12995
2244,2,13008
2244,2,13023
2244,2,13030
2244,2,13034
2244,2,13040
2244,2,13043
2244,2,13046
2244,2,13049
2244,2,13068
2244,2,13083
2244,2,13091
2244,2,13106
2244,2,13116
2244,2,13121
2244,2,13122
2244,2,13133
2244,2,13151
2244,2,13165
2244,2,13166
2244,2,13169
2244,2,13173
2244,2,13189
2244,2,13192
2244,2,13207
2244,2,13221
2244,2,13223
2244,2,13233
2244,2,13235
2244,2,13248
2244,2,13253
2244,2,13261
2244,2,13271
2244,2,13272
2244,2,13276
2244,2,13279
2244,2,13283
2244,2,13284
2244,2,13292
2244,2,13294
2244,2,13295
2244,2,13300
2244,2,13311
2244,2,13321
2244,2,13343
2244,2,13345
2244,2,13352
2244,2,13359
2244,2,13363
2244,2,13364
2244,2,13368
2244,2,13369
2244,2,13370
2244,2,13375
2244,2,13402
2244,2,13404
2244,2,13416
2244,2,13417
2244,2,13422
2244,2,13431
2244,2,13434
2244,2,13452
2244,2,13453
2244,2,13460
2244,2,13462
2244,2,13466
2244,2,13467
2244,2,13470
2244,2,13493
2244,2,13501
2244,2,13519
2244,2,13525
2244,2,13529
2244,2,13531
2244,2,13544
2244,2,13548
2244,2,13557
2244,2,13563
2244,2,13565
2244,2,13566
2244,2,13569
2244,2,13573
2244,2,13579
2244,2,13589
2244,2,13596
2244,2,13598
2244,2,13601
2244,2,13615
2244,2,13649
2244,2,13651
2244,2,13655
2244,2,13656
2244,2,13657
2244,2,13669
2244,2,13673
2244,2,13675
2244,2,13684
2244,2,13693
2244,2,13707
2244,2,13711
2244,2,13718
2244,2,13726
2244,2,13727
2244,2,13730
2244,2,13731
2244,2,13744
2244,2,13745
2244,2,13754
2244,2,13759
2244,2,13760
2244,2,13761
2244,2,13762
2244,2,13780
2244,2,13787
2244,2,13792
2244,2,13799
2244,2,13805
2244,2,13817
2244,2,13821
2244,2,13822
2244,2,13823
2244,2,13826
2244,2,13832
2244,2,13837
2244,2,13849
2244,2,13850
2244,2,13853
2244,2,13863
2244,2,13868
2244,2,13885
2244,2,13888
2244,2,13899
2244,2,13904
2244,2,13917
2244,2,13918
2244,2,13930
2244,2,13933
2244,2,13936
2244,2,13955
2244,2,13960
2244,2,13962
2244,2,13972
2244,2,13978
2244,2,13989
2244,2,14000
2244,2,14002
2244,2,14020
2244,2,14023
2244,2,14024
2244,2,14029
2244,2,14037
2244,2,14048
2244,2,14050
2244,2,14053
2244,2,14067
2244,2,14073
2244,2,14087
2244,2,14104
2244,2,14105
2244,2,14109
2244,2,14114
2244,2,14128
2244,2,14138
2244,2,14150
2244,2,14154
2244,2,14162
2244,2,14164
2244,2,14179
2244,2,14193
2244,2,14206
2244,2,14220
2244,2,14236
2244,2,14240
2244,2,14242
2244,2,14261
2244,2,14265
2244,2,14272
2244,2,14288
2244,2,14295
2244,2,14301
2244,2,14304
2244,2,14311
2244,2,14326
2244,2,14331
2244,2,14333
2244,2,14335
2244,2,14346
2244,2,14350
2244,2,14354
2244,2,14377
2244,2,14379
2244,2,14396
2244,2,14400
2244,2,14416
2244,2,14420
2244,2,14421
2244,2,14427
2244,2,14431
2244,2,14437
2244,2,14448
2244,2,14451
2244,2,14452
2244,2,14470
2244,2,14473
2244,2,14474
2244,2,14479
2244,2,14481
2244,2,14483
2244,2,14488
2244,2,14491
2244,2,14495
2244,2,14496
2244,2,14497
2244,2,14508
2244,2,14512
2244,2,14517
2244,2,14520
2244,2,14538
2244,2,14539
2244,2,14544
2244,2,14548
2244,2,14550
2244,2,14551
2244,2,14555
2244,2,14557
2244,2,14570
2244,2,14594
2244,2,14597
2244,2,14619
2244,2,14624
2244,2,14628
2244,2,14636
2244,2,14645
2244,2,14651
2244,2,14656
2244,2,14658
2244,2,14660
2244,2,14664
2244,2,14670
2244,2,14672
2244,2,14682
2244,2,14697
2244,2,14716
2244,2,14747
2244,2,14754
2244,2,14760
2244,2,14761
2244,2,14764
2244,2,14770
2244,2,14777
2244,2,14778
2244,2,14780
2244,2,14784
2244,2,14785
2244,2,14788
2244,2,14792
2244,2,14793
2244,2,14813
2244,2,14815
2244,2,14817
2244,2,14819
2244,2,14850
2244,2,14851
2244,2,14855
2244,2,14860
2244,2,14862
2244,2,14865
2244,2,14882
2244,2,14891
2244,2,14893
2244,2,14896
2244,2,14902
2244,2,14904
2244,2,14918
2244,2,14920
2244,2,14921
2244,2,14947
2244,2,14950
2244,2,14960
2244,2,14965
2244,2,14984
2244,2,14985
2244,2,14987
2244,2,14995
2244,2,14998
2244,2,15012
2244,2,15014
2244,2,15030
2244,2,15054
2244,2,15057
2244,2,15066
2244,2,15068
2244,2,15071
2244,2,15091
2244,2,15092
2244,2,15103
2244,2,15109
2244,2,15120
2244,2,15121
2244,2,15123
2244,2,15124
2244,2,15135
2244,2,15139
2244,2,15147
2244,2,15154
2244,2,15163
2244,2,15171
2244,2,15182
2244,2,15184
2244,2,15186
2244,2,15198
2244,2,15211
2244,2,15212
2244,2,15221
2244,2,15230
2244,2,15232
2244,2,15244
2244,2,15246
2244,2,15252
2244,2,15257
2244,2,15258
2244,2,15265
2244,2,15272
2244,2,15274
2244,2,15275
2244,2,15279
2244,2,15308
2244,2,15322
2244,2,15330
2244,2,15342
2244,2,15345
2244,2,15349
2244,2,15353
2244,2,15355
2244,2,15363
2244,2,15364
2244,2,15366
2244,2,15381
2244,2,15393
2244,2,15402
2244,2,15422
2244,2,15424
2244,2,15444
2244,2,15478
2244,2,15492
2244,2,15494
2244,2,15512
2244,2,15522
2244,2,15526
2244,2,15531
2244,2,15545
2244,2,15565
2244,2,15573
2244,2,15579
2244,2,15597
2244,2,15599
2244,2,15609
2244,2,15612
2244,2,15626
2244,2,15636
2244,2,15649
2244,2,15653
2244,2,15654
2244,2,15655
2244,2,15661
2244,2,15664
2244,2,15665
2244,2,15689
2244,2,15690
2244,2,15695
2244,2,15714
2244,2,15729
2244,2,15732
2244,2,15734
2244,2,15746
2244,2,15757
2244,2,15762
2244,2,15800
2244,2,15813
2244,2,15821
2244,2,15822
2244,2,15823
2244,2,15829
2244,2,15830
2244,2,15836
2244,2,15847
2244,2,15850
2244,2,15852
2244,2,15863
2244,2,15869
2244,2,15872
2244,2,15880
2244,2,15883
2244,2,15888
2244,2,15889
2244,2,15894
2244,2,15897
2244,2,15912
2244,2,15918
2244,2,15919
2244,2,15922
2244,2,15935
2244,2,15940
2244,2,15948
2244,2,15949
2244,2,15963
2244,2,15967
2244,2,15976
2244,2,15977
2244,2,15990
2244,2,16018
2244,2,16031
2244,2,16036
2244,2,16053
2244,2,16070
2244,2,16073
2244,2,16083
2244,2,16091
2244,2,16108
2244,2,16109
2244,2,16116
2244,2,16119
2244,2,16121
2244,2,16124
2244,2,16149
2244,2,16185
2244,2,16189
2244,2,16200
2244,2,16208
2244,2,16211
2244,2,16227
2244,2,16229
2244,2,16230
2244,2,16243
2244,2,16244
2244,2,16250
2244,2,16256
2244,2,16268
2244,2,16284
2244,2,16292
2244,2,16302
2244,2,16311
2244,2,16313
2244,2,16320
2244,2,16322
2244,2,16343
2244,2,16347
2244,2,16352
2244,2,16354
2244,2,16364
2244,2,16367
2244,2,16368
2244,2,16372
2244,2,16374
2244,2,16383
2244,2,16384
2244,2,16386
2244,2,16399
2244,2,16402
2244,2,16403
2244,2,16405
2244,2,16411
2244,2,16414
2244,2,16424
2244,2,16427
2244,2,16441
2244,2,16479
2244,2,16506
2244,2,16519
2244,2,16536
2244,2,16552
2244,2,16555
2244,2,16557
2244,2,16561
2244,2,16567
2244,2,16581
2244,2,16596
2244,2,16598
2244,2,16602
2244,2,16603
2244,2,16611
2244,2,16616
2244,2,16619
2244,2,16620
2244,2,16624
2244,2,16629
2244,2,16634
2244,2,16644
2244,2,16647
2244,2,16648
2244,2,16667
2244,2,16674
2244,2,16685
2244,2,16692
2244,2,16693
2244,2,16698
2244,2,16723
2244,2,16739
2244,2,16742
2244,2,16763
2244,2,16766
2244,2,16777
2244,2,16778
2244,2,16780
2244,2,16781
2244,2,16788
2244,2,16792
2244,2,16805
2244,2,16808
2244,2,16810
2244,2,16811
2244,2,16824
2244,2,16825
2244,2,16828
2244,2,16835
2244,2,16836
2244,2,16852
2244,2,16855
2244,2,16858
2244,2,16878
2244,2,16883
2244,2,16884
2244,2,16909
2244,2,16916
2244,2,16934
2244,2,16952
2244,2,16956
2244,2,16957
2244,2,16968
2244,2,16971
2244,2,16980
2244,2,16986
2244,2,16999
2244,2,17004
2244,2,17010
2244,2,17018
2244,2,17026
2244,2,17029
2244,2,17031
2244,2,17037
2244,2,17053
2244,2,17078
2244,2,17081
2244,2,17082
2244,2,17084
2244,2,17094
2244,2,17100
2244,2,17105
2244,2,17134
2244,2,17144
2244,2,17155
2244,2,17163
2244,2,17172
2244,2,17181
2244,2,17186
2244,2,17189
2244,2,17194
2244,2,17221
2244,2,17223
2244,2,17229
2244,2,17232
2244,2,17235
2244,2,17237
2244,2,17239
2244,2,17242
2244,2,17250
2244,2,17252
2244,2,17254
2244,2,17255
2244,2,17256
2244,2,17259
2244,2,17265
2244,2,17267
2244,2,17277
2244,2,17290
2244,2,17298
2244,2,17311
2244,2,17313
2244,2,17321
2244,2,17329
2244,2,17330
2244,2,17339
2244,2,17353
2244,2,17357
2244,2,17358
2244,2,17362
2244,2,17374
2244,2,17376
2244,2,17384
2244,2,17387
2244,2,17391
2244,2,17392
2244,2,17397
2244,2,17409
2244,2,17414
2244,2,17418
2244,2,17425
2244,2,17430
2244,2,17432
2244,2,17436
2244,2,17438
2244,2,17446
2244,2,17447
2244,2,17453
2244,2,17459
2244,2,17466
2244,2,17468
2244,2,17480
2244,2,17489
2244,2,17495
2244,2,17501
2244,2,17503
2244,2,17505
2244,2,17506
2244,2,17507
2244,2,17531
2244,2,17537
2244,2,17549
2244,2,17555
2244,2,17566
2244,2,17578
2244,2,17594
2244,2,17595
2244,2,17604
2244,2,17608
2244,2,17624
2244,2,17630
2244,2,17636
2244,2,17637
2244,2,17642
2244,2,17649
2244,2,17664
2244,2,17666
2244,2,17668
2244,2,17674
2244,2,17679
2244,2,17691
2244,2,17695
2244,2,17704
2244,2,17707
2244,2,17708
2244,2,17711
2244,2,17727
2244,2,17733
2244,2,17737
2244,2,17742
2244,2,17746
2244,2,17747
2244,2,17749
2244,2,17760
2244,2,17764
2244,2,17771
2244,2,17772
2244,2,17781
2244,2,17783
2244,2,17786
2244,2,17788
2244,2,17795
2244,2,17820
2244,2,17852
2244,2,17854
2244,2,17866
2244,2,17889
2244,2,17890
2244,2,17898
2244,2,17904
2244,2,17913
2244,2,17926
2244,2,17928
2244,2,17931
2244,2,17934
2244,2,17935
2244,2,17946
2244,2,17964
2244,2,17969
2244,2,17991
2244,2,17999
2244,2,18001
2244,2,18005
2244,2,18009
2244,2,18013
2244,2,18018
2244,2,18034
2244,2,18040
2244,2,18048
2244,2,18053
2244,2,18064
2244,2,18071
2244,2,18072
2244,2,18078
2244,2,18080
2244,2,18084
2244,2,18085
2244,2,18095
2244,2,18101
2244,2,18108
2244,2,18110
2244,2,18112
2244,2,18121
2244,2,18123
2244,2,18133
2244,2,18143
2244,2,18146
2244,2,18147
2244,2,18151
2244,2,18154
2244,2,18156
2244,2,18160
2244,2,18164
2244,2,18176
2244,2,18194
2244,2,18196
2244,2,18205
2244,2,18217
2244,2,18220
2244,2,18246
2244,2,18250
2244,2,18252
2244,2,18261
2244,2,18265
2244,2,18268
2244,2,18269
2244,2,18274
2244,2,18277
3061,1,12349
3061,1,12350
3061,1,12353
3061,1,12354
3061,1,12355
3061,1,12357
3061,1,12361
3061,1,12367
3061,1,12373
3061,1,12374
3061,1,12378
3061,1,12390
3061,1,12391
3061,1,12398
3061,1,12401
3061,1,12402
3061,1,12405
3061,1,12418
3061,1,12420
3061,1,12425
3061,1,12426
3061,1,12430
3061,1,12436
3061,1,12441
3061,1,12442
3061,1,12445
3061,1,12446
3061,1,12447
3061,1,12448
3061,1,12453
3061,1,12475
3061,1,12478
3061,1,12489
3061,1,12491
3061,1,12497
3061,1,12503
3061,1,12505
3061,1,12506
3061,1,12509
3061,1,12514
3061,1,12515
3061,1,12519
3061,1,12521
3061,1,12531
3061,1,12532
3061,1,12534
3061,1,12538
3061,1,12548
3061,1,12550
3061,1,12551
3061,1,12561
3061,1,12564
3061,1,12573
3061,1,12574
3061,1,12580
3061,1,12581
3061,1,12587
3061,1,12588
3061,1,12591
3061,1,12602
3061,1,12603
3061,1,12605
3061,1,12611
3061,1,12614
3061,1,12617
3061,1,12618
3061,1,12622
3061,1,12623
3061,1,12631
3061,1,12638
3061,1,12639
3061,1,12641
3061,1,12644
3061,1,12648
3061,1,12650
3061,1,12651
3061,1,12658
3061,1,12659
3061,1,12660
3061,1,12666
3061,1,12667
3061,1,12672
3061,1,12686
3061,1,12688
3061,1,12690
3061,1,12702
3061,1,12707
3061,1,12713
3061,1,12715
3061,1,12718
3061,1,12725
3061,1,12729
3061,1,12732
3061,1,12733
3061,1,12734
3061,1,12736
3061,1,12738
3061,1,12740
3061,1,12750
3061,1,12752
3061,1,12756
3061,1,12764
3061,1,12769
3061,1,12770
3061,1,12772
3061,1,12789
3061,1,12790
3061,1,12791
3061,1,12792
3061,1,12795
3061,1,12812
3061,1,12814
3061,1,12817
3061,1,12821
3061,1,12824
3061,1,12831
3061,1,12833
3061,1,12834
3061,1,12837
3061,1,12847
3061,1,12851
3061,1,12855
3061,1,12864
3061,1,12866
3061,1,12870
3061,1,12873
3061,1,12881
3061,1,12884
3061,1,12890
3061,1,12893
3061,1,12902
3061,1,12917
3061,1,12920
3061,1,12922
3061,1,12923
3061,1,12938
3061,1,12943
3061,1,12945
3061,1,12953
3061,1,12956
3061,1,12965
3061,1,12966
3061,1,12968
3061,1,12974
3061,1,12976
3061,1,12977
3061,1,12984
3061,1,12988
3061,1,13002
3061,1,13006
3061,1,13011
3061,1,13017
3061,1,13033
3061,1,13044
3061,1,13045
3061,1,13052
3061,1,13059
3061,1,13060
3061,1,13061
3061,1,13062
3061,1,13065
3061,1,13067
3061,1,13070
3061,1,13072
3061,1,13075
3061,1,13080
3061,1,13095
3061,1,13099
3061,1,13101
3061,1,13103
3061,1,13108
3061,1,13120
3061,1,13127
3061,1,13130
3061,1,13132
3061,1,13135
3061,1,13142
3061,1,13144
3061,1,13146
3061,1,13153
3061,1,13154
3061,1,13160
3061,1,13161
3061,1,13170
3061,1,13176
3061,1,13177
3061,1,13182
3061,1,13185
3061,1,13187
3061,1,13188
3061,1,13193
3061,1,13194
3061,1,13210
3061,1,13216
3061,1,13218
3061,1,13226
3061,1,13227
3061,1,13228
3061,1,13229
3061,1,13239
3061,1,13243
3061,1,13244
3061,1,13245
3061,1,13256
3061,1,13259
3061,1,13260
3061,1,13262
3061,1,13270
3061,1,13273
3061,1,13278
3061,1,13291
3061,1,13296
3061,1,13298
3061,1,13299
3061,1,13302
3061,1,13304
3061,1,13307
3061,1,13322
3061,1,13325
3061,1,13328
3061,1,13332
3061,1,13336
3061,1,13339
3061,1,13341
3061,1,13347
3061,1,13348
3061,1,13349
3061,1,13351
3061,1,13354
3061,1,13355
3061,1,13356
3061,1,13357
3061,1,13358
3061,1,13366
3061,1,13372
3061,1,13382
3061,1,13385
3061,1,13390
3061,1,13391
3061,1,13395
3061,1,13398
3061,1,13403
3061,1,13411
3061,1,13419
3061,1,13428
3061,1,13436
3061,1,13439
3061,1,13441
3061,1,13449
3061,1,13464
3061,1,13474
3061,1,13482
3061,1,13483
3061,1,13484
3061,1,13485
3061,1,13494
3061,1,13503
3061,1,13504
3061,1,13508
3061,1,13512
3061,1,13513
3061,1,13514
3061,1,13518
3061,1,13522
3061,1,13532
3061,1,13551
3061,1,13560
3061,1,13561
3061,1,13568
3061,1,13570
3061,1,13572
3061,1,13581
3061,1,13583
3061,1,13584
3061,1,13594
3061,1,13600
3061,1,13602
3061,1,13603
3061,1,13607
3061,1,13618
3061,1,13621
3061,1,13626
3061,1,13635
3061,1,13638
3061,1,13639
3061,1,13642
3061,1,13645
3061,1,13663
3061,1,13667
3061,1,13670
3061,1,13678
3061,1,13682
3061,1,13686
3061,1,13689
3061,1,13690
3061,1,13697
3061,1,13699
3061,1,13703
3061,1,13706
3061,1,13708
3061,1,13710
3061,1,13712
3061,1,13716
3061,1,13721
3061,1,13723
3061,1,13732
3061,1,13737
3061,1,13739
3061,1,13740
3061,1,13747
3061,1,13751
3061,1,13753
3061,1,13774
3061,1,13778
3061,1,13781
3061,1,13786
3061,1,13790
3061,1,13800
3061,1,13801
3061,1,13803
3061,1,13806
3061,1,13807
3061,1,13809
3061,1,13828
3061,1,13829
3061,1,13833
3061,1,13841
3061,1,13844
3061,1,13845
3061,1,13858
3061,1,13859
3061,1,13866
3061,1,13874
3061,1,13876
3061,1,13877
3061,1,13878
3061,1,13886
3061,1,13887
3061,1,13889
3061,1,13893
3061,1,13897
3061,1,13898
3061,1,13922
3061,1,13923
3061,1,13926
3061,1,13927
3061,1,13932
3061,1,13934
3061,1,13937
3061,1,13938
3061,1,13947
3061,1,13948
3061,1,13958
3061,1,13967
3061,1,13973
3061,1,13974
3061,1,13976
3061,1,13979
3061,1,13980
3061,1,13986
3061,1,13990
3061,1,13992
3061,1,14012
3061,1,14014
3061,1,14015
3061,1,14022
3061,1,14027
3061,1,14036
3061,1,14039
3061,1,14041
3061,1,14046
3061,1,14052
3061,1,14054
3061,1,14055
3061,1,14059
3061,1,14066
3061,1,14068
3061,1,14076
3061,1,14079
3061,1,14080
3061,1,14082
3061,1,14089
3061,1,14090
3061,1,14093
3061,1,14098
3061,1,14100
3061,1,14117
3061,1,14119
3061,1,14124
3061,1,14130
3061,1,14139
3061,1,14142
3061,1,14143
3061,1,14148
3061,1,14155
3061,1,14158
3061,1,14165
3061,1,14171
3061,1,14174
3061,1,14184
3061,1,14185
3061,1,14196
3061,1,14199
3061,1,14204
3061,1,14208
3061,1,14212
3061,1,14213
3061,1,14218
3061,1,14219
3061,1,14222
3061,1,14237
3061,1,14238
3061,1,14241
3061,1,14247
3061,1,14248
3061,1,14259
3061,1,14270
3061,1,14271
3061,1,14280
3061,1,14300
3061,1,14314
3061,1,14317
3061,1,14327
3061,1,14340
3061,1,14345
3061,1,14348
3061,1,14349
3061,1,14351
3061,1,14353
3061,1,14355
3061,1,14357
3061,1,14362
3061,1,14368
3061,1,14371
3061,1,14373
3061,1,14375
3061,1,14381
3061,1,14382
3061,1,14386
3061,1,14393
3061,1,14406
3061,1,14411
3061,1,14413
3061,1,14423
3061,1,14424
3061,1,14436
3061,1,14438
3061,1,14439
3061,1,14453
3061,1,14457
3061,1,14459
3061,1,14476
3061,1,14480
3061,1,14484
3061,1,14485
3061,1,14489
3061,1,14494
3061,1,14518
3061,1,14523
3061,1,14528
3061,1,14536
3061,1,14537
3061,1,14542
3061,1,14549
3061,1,14552
3061,1,14566
3061,1,14569
3061,1,14576
3061,1,14578
3061,1,14581
3061,1,14582
3061,1,14585
3061,1,14589
3061,1,14598
3061,1,14600
3061,1,14601
3061,1,14603
3061,1,14622
3061,1,14627
3061,1,14632
3061,1,14633
3061,1,14638
3061,1,14641
3061,1,14642
3061,1,14647
3061,1,14652
3061,1,14661
3061,1,14666
3061,1,14675
3061,1,14679
3061,1,14687
3061,1,14689
3061,1,14693
3061,1,14699
3061,1,14703
3061,1,14705
3061,1,14714
3061,1,14722
3061,1,14725
3061,1,14727
3061,1,14729
3061,1,14752
3061,1,14753
3061,1,14756
3061,1,14757
3061,1,14762
3061,1,14772
3061,1,14782
3061,1,14789
3061,1,14795
3061,1,14799
3061,1,14801
3061,1,14804
3061,1,14806
3061,1,14816
3061,1,14821
3061,1,14830
3061,1,14840
3061,1,14847
3061,1,14861
3061,1,14863
3061,1,14870
3061,1,14873
3061,1,14881
3061,1,14885
3061,1,14886
3061,1,14887
3061,1,14888
3061,1,14889
3061,1,14890
3061,1,14894
3061,1,14908
3061,1,14923
3061,1,14924
3061,1,14929
3061,1,14932
3061,1,14935
3061,1,14946
3061,1,14951
3061,1,14953
3061,1,14954
3061,1,14957
3061,1,14962
3061,1,14964
3061,1,14966
3061,1,14967
3061,1,14968
3061,1,14972
3061,1,14974
3061,1,14975
3061,1,14981
3061,1,14988
3061,1,15000
3061,1,15004
3061,1,15006
3061,1,15007
3061,1,15010
3061,1,15016
3061,1,15017
3061,1,15019
3061,1,15025
3061,1,15035
3061,1,15041
3061,1,15042
3061,1,15043
